age_ka,d18Ow_IV,SL_m
18709,-0.939,50.522
18708,-0.931,49.296
18707,-0.922,48.07
18706,-0.912,46.844
18705,-0.901,45.697
18704,-0.89,44.745
18703,-0.88,43.793
18702,-0.87,42.841
18701,-0.859,41.889
18700,-0.848,41.745
18699,-0.844,41.637
18698,-0.841,41.528
18697,-0.838,41.42
18696,-0.835,41.497
18695,-0.836,41.684
18694,-0.838,41.872
18693,-0.839,42.059
18692,-0.841,42.16
18691,-0.842,42.054
18690,-0.84,41.949
18689,-0.838,41.844
18688,-0.837,41.739
18687,-0.835,42.612
18686,-0.843,43.519
18685,-0.851,44.426
18684,-0.859,45.333
18683,-0.867,46.201
18682,-0.875,47.046
18681,-0.882,47.892
18680,-0.89,48.737
18679,-0.897,49.346
18678,-0.903,49.42
18677,-0.903,49.494
18676,-0.904,49.568
18675,-0.905,49.642
18674,-0.905,49.716
18673,-0.906,49.79
18672,-0.907,49.864
18671,-0.907,49.938
18670,-0.908,50.012
18669,-0.909,50.086
18668,-0.909,50.16
18667,-0.91,50.234
18666,-0.911,50.308
18665,-0.911,50.382
18664,-0.912,50.456
18663,-0.912,50.53
18662,-0.913,50.604
18661,-0.914,50.678
18660,-0.914,50.752
18659,-0.915,50.826
18658,-0.916,50.899
18657,-0.916,50.811
18656,-0.92,50.471
18655,-0.92,50.132
18654,-0.919,49.792
18653,-0.918,49.442
18652,-0.916,48.926
18651,-0.913,48.411
18650,-0.909,47.895
18649,-0.905,47.38
18648,-0.9,47.365
18647,-0.9,47.532
18646,-0.901,47.698
18645,-0.902,47.865
18644,-0.904,47.84
18643,-0.903,47.529
18642,-0.901,47.218
18641,-0.898,46.907
18640,-0.895,46.592
18639,-0.892,46.217
18638,-0.888,45.841
18637,-0.885,45.466
18636,-0.881,45.091
18635,-0.877,44.829
18634,-0.874,44.606
18633,-0.871,44.383
18632,-0.868,44.16
18631,-0.865,44.085
18630,-0.864,44.222
18629,-0.865,44.359
18628,-0.866,44.497
18627,-0.868,44.631
18626,-0.869,44.737
18625,-0.87,44.843
18624,-0.87,44.949
18623,-0.871,45.055
18622,-0.872,44.752
18621,-0.869,44.313
18620,-0.865,43.874
18619,-0.861,43.436
18618,-0.857,43.053
18617,-0.852,42.746
18616,-0.849,42.439
18615,-0.845,42.133
18614,-0.842,41.843
18613,-0.838,41.718
18612,-0.836,41.593
18611,-0.834,41.469
18610,-0.832,41.344
18609,-0.83,41.656
18608,-0.833,42.106
18607,-0.837,42.555
18606,-0.841,43.005
18605,-0.845,43.227
18604,-0.847,43.146
18603,-0.847,43.066
18602,-0.847,42.985
18601,-0.846,42.9
18600,-0.846,42.773
18599,-0.845,42.647
18598,-0.844,42.52
18597,-0.843,42.394
18596,-0.841,42.334
18595,-0.841,42.295
18594,-0.84,42.256
18593,-0.839,42.217
18592,-0.839,42.51
18591,-0.842,43.226
18590,-0.848,43.942
18589,-0.854,44.659
18588,-0.861,45.38
18587,-0.867,46.148
18586,-0.874,46.915
18585,-0.881,47.682
18584,-0.888,48.449
18583,-0.894,49.017
18582,-0.9,49.528
18581,-0.904,50.04
18580,-0.909,50.551
18579,-0.913,50.769
18578,-0.915,50.624
18577,-0.918,50.48
18576,-0.92,50.335
18575,-0.921,50.16
18574,-0.921,49.752
18573,-0.919,49.345
18572,-0.917,48.938
18571,-0.914,48.531
18570,-0.911,48.184
18569,-0.908,47.854
18568,-0.905,47.524
18567,-0.902,47.194
18566,-0.899,46.864
18565,-0.895,46.534
18564,-0.892,45.792
18563,-0.885,44.894
18562,-0.877,44.052
18561,-0.868,43.607
18560,-0.863,43.162
18559,-0.857,42.716
18558,-0.852,42.271
18557,-0.846,41.984
18556,-0.842,41.737
18555,-0.839,41.49
18554,-0.835,41.243
18553,-0.831,41.267
18552,-0.832,41.603
18551,-0.835,41.938
18550,-0.838,42.273
18549,-0.841,42.63
18548,-0.844,43.122
18547,-0.848,43.614
18546,-0.852,44.106
18545,-0.857,44.598
18544,-0.861,44.969
18543,-0.864,45.311
18542,-0.867,45.652
18541,-0.87,45.994
18540,-0.873,46.228
18539,-0.875,46.344
18538,-0.877,46.459
18537,-0.878,46.574
18536,-0.879,46.682
18535,-0.879,46.751
18534,-0.88,46.82
18533,-0.881,46.89
18532,-0.881,46.959
18531,-0.882,47.168
18530,-0.884,47.41
18529,-0.886,47.652
18528,-0.888,47.894
18527,-0.89,48.128
18526,-0.892,48.353
18525,-0.894,48.579
18524,-0.896,48.805
18523,-0.898,48.995
18522,-0.9,48.985
18521,-0.903,48.976
18520,-0.906,48.966
18519,-0.908,48.956
18518,-0.909,48.947
18517,-0.911,48.723
18516,-0.91,48.151
18515,-0.905,47.579
18514,-0.901,47.007
18513,-0.896,46.434
18512,-0.891,45.862
18511,-0.886,45.488
18510,-0.882,45.359
18509,-0.88,45.231
18508,-0.878,45.102
18507,-0.876,44.973
18506,-0.874,44.844
18505,-0.873,44.757
18504,-0.871,44.708
18503,-0.87,44.66
18502,-0.87,44.612
18501,-0.869,44.564
18500,-0.868,44.515
18499,-0.867,44.528
18498,-0.867,44.586
18497,-0.868,44.643
18496,-0.868,44.7
18495,-0.869,44.757
18494,-0.869,44.814
18493,-0.87,44.485
18492,-0.867,43.944
18491,-0.862,43.404
18490,-0.856,42.863
18489,-0.851,42.323
18488,-0.845,41.782
18487,-0.839,41.246
18486,-0.833,40.712
18485,-0.826,40.178
18484,-0.82,39.644
18483,-0.813,39.11
18482,-0.806,38.576
18481,-0.799,38.661
18480,-0.8,38.922
18479,-0.803,39.182
18478,-0.805,39.442
18477,-0.807,39.702
18476,-0.81,39.963
18475,-0.812,40.412
18474,-0.816,40.896
18473,-0.821,41.38
18472,-0.825,41.864
18471,-0.83,42.348
18470,-0.834,42.832
18469,-0.839,42.624
18468,-0.838,42.349
18467,-0.836,42.075
18466,-0.834,41.801
18465,-0.832,41.527
18464,-0.83,41.252
18463,-0.827,41.038
18462,-0.825,40.825
18461,-0.822,40.611
18460,-0.82,40.398
18459,-0.817,40.185
18458,-0.815,39.98
18457,-0.812,39.947
18456,-0.811,39.914
18455,-0.811,39.881
18454,-0.81,39.847
18453,-0.809,39.814
18452,-0.809,39.851
18451,-0.809,40.443
18450,-0.815,41.034
18449,-0.82,41.625
18448,-0.826,42.216
18447,-0.831,42.807
18446,-0.837,43.384
18445,-0.842,43.898
18444,-0.847,44.412
18443,-0.852,44.926
18442,-0.857,45.44
18441,-0.861,45.954
18440,-0.866,46.433
18439,-0.871,46.806
18438,-0.874,47.179
18437,-0.878,47.553
18436,-0.881,47.926
18435,-0.885,48.299
18434,-0.888,48.565
18433,-0.891,48.597
18432,-0.891,48.628
18431,-0.891,48.66
18430,-0.892,48.691
18429,-0.892,48.723
18428,-0.892,48.657
18427,-0.896,48.508
18426,-0.899,48.358
18425,-0.9,48.208
18424,-0.901,48.059
18423,-0.901,47.909
18422,-0.901,47.684
18421,-0.899,47.438
18420,-0.898,47.192
18419,-0.896,46.946
18418,-0.894,46.699
18417,-0.892,46.453
18416,-0.89,46.197
18415,-0.887,45.941
18414,-0.885,45.685
18413,-0.882,45.429
18412,-0.879,45.173
18411,-0.876,44.936
18410,-0.874,44.755
18409,-0.872,44.574
18408,-0.87,44.393
18407,-0.867,44.211
18406,-0.865,44.03
18405,-0.863,43.849
18404,-0.861,43.668
18403,-0.859,43.487
18402,-0.857,43.114
18401,-0.853,42.623
18400,-0.847,42.131
18399,-0.842,41.64
18398,-0.836,41.064
18397,-0.83,40.427
18396,-0.823,39.79
18395,-0.815,39.153
18394,-0.807,38.516
18393,-0.799,37.879
18392,-0.791,37.44
18391,-0.785,37.588
18390,-0.786,37.736
18389,-0.788,37.884
18388,-0.789,38.032
18387,-0.79,38.181
18386,-0.792,38.524
18385,-0.795,39.07
18384,-0.8,39.616
18383,-0.805,40.161
18382,-0.811,40.782
18381,-0.816,41.489
18380,-0.823,42.197
18379,-0.83,42.905
18378,-0.837,43.175
18377,-0.839,42.862
18376,-0.838,42.55
18375,-0.837,42.237
18374,-0.835,41.864
18373,-0.832,41.399
18372,-0.828,40.934
18371,-0.823,40.469
18370,-0.818,40.003
18369,-0.813,39.807
18368,-0.811,39.683
18367,-0.809,39.558
18366,-0.807,39.473
18365,-0.805,39.465
18364,-0.805,39.458
18363,-0.804,39.451
18362,-0.804,39.444
18361,-0.804,39.436
18360,-0.803,39.429
18359,-0.803,39.446
18358,-0.803,39.496
18357,-0.804,39.547
18356,-0.804,39.597
18355,-0.805,39.647
18354,-0.805,39.697
18353,-0.806,39.747
18352,-0.806,39.798
18351,-0.806,39.848
18350,-0.807,39.898
18349,-0.807,39.948
18348,-0.808,39.998
18347,-0.808,40.06
18346,-0.809,40.123
18345,-0.81,40.185
18344,-0.81,40.248
18343,-0.811,40.311
18342,-0.811,40.373
18341,-0.812,40.436
18340,-0.813,40.499
18339,-0.813,40.562
18338,-0.814,40.624
18337,-0.814,40.687
18336,-0.815,40.75
18335,-0.816,41.399
18334,-0.822,42.406
18333,-0.831,43.414
18332,-0.841,44.422
18331,-0.85,45.238
18330,-0.858,45.855
18329,-0.864,46.472
18328,-0.87,47.089
18327,-0.876,47.707
18326,-0.882,48.324
18325,-0.888,48.931
18324,-0.893,49.251
18323,-0.896,49.572
18322,-0.899,49.893
18321,-0.903,50.214
18320,-0.906,50.535
18319,-0.909,50.855
18318,-0.912,50.813
18317,-0.917,50.507
18316,-0.918,50.201
18315,-0.918,49.895
18314,-0.917,49.589
18313,-0.916,49.283
18312,-0.915,48.954
18311,-0.913,48.461
18310,-0.909,47.968
18309,-0.905,47.475
18308,-0.901,46.982
18307,-0.897,46.489
18306,-0.892,45.996
18305,-0.887,45.629
18304,-0.883,45.324
18303,-0.88,45.019
18302,-0.876,44.714
18301,-0.873,44.409
18300,-0.869,44.103
18299,-0.866,43.861
18298,-0.863,43.847
18297,-0.862,43.834
18296,-0.861,43.821
18295,-0.86,43.808
18294,-0.86,43.794
18293,-0.859,43.781
18292,-0.859,43.773
18291,-0.858,43.766
18290,-0.858,43.759
18289,-0.858,43.752
18288,-0.858,43.745
18287,-0.858,43.738
18286,-0.857,43.639
18285,-0.856,43.331
18284,-0.853,43.022
18283,-0.85,42.714
18282,-0.847,42.406
18281,-0.844,42.098
18280,-0.84,41.789
18279,-0.837,41.645
18278,-0.834,41.529
18277,-0.833,41.413
18276,-0.831,41.297
18275,-0.829,41.181
18274,-0.828,41.065
18273,-0.826,41.004
18272,-0.825,41.025
18271,-0.825,41.046
18270,-0.825,41.067
18269,-0.826,41.088
18268,-0.826,41.109
18267,-0.826,41.13
18266,-0.826,41.518
18265,-0.83,41.929
18264,-0.833,42.34
18263,-0.837,42.751
18262,-0.841,43.162
18261,-0.845,43.574
18260,-0.848,43.991
18259,-0.852,44.414
18258,-0.856,44.837
18257,-0.86,45.26
18256,-0.864,45.683
18255,-0.867,46.106
18254,-0.871,46.528
18253,-0.875,46.904
18252,-0.879,47.281
18251,-0.882,47.658
18250,-0.885,48.035
18249,-0.889,48.411
18248,-0.892,48.788
18247,-0.896,49.152
18246,-0.899,49.507
18245,-0.902,49.861
18244,-0.906,50.216
18243,-0.909,50.571
18242,-0.912,50.925
18241,-0.915,51.26
18240,-0.918,51.45
18239,-0.92,51.639
18238,-0.922,51.829
18237,-0.923,52.018
18236,-0.925,52.208
18235,-0.927,52.398
18234,-0.929,52.567
18233,-0.93,52.725
18232,-0.932,52.884
18231,-0.933,53.043
18230,-0.935,53.202
18229,-0.936,53.361
18228,-0.937,53.566
18227,-0.939,53.947
18226,-0.943,54.328
18225,-0.946,54.709
18224,-0.95,55.089
18223,-0.953,55.47
18222,-0.957,55.851
18221,-0.96,55.793
18220,-0.963,55.594
18219,-0.964,55.395
18218,-0.964,55.196
18217,-0.963,54.996
18216,-0.963,54.797
18215,-0.962,54.525
18214,-0.96,54.083
18213,-0.958,53.641
18212,-0.955,53.199
18211,-0.952,52.757
18210,-0.949,52.315
18209,-0.946,51.873
18208,-0.943,51.148
18207,-0.937,50.372
18206,-0.931,49.596
18205,-0.925,48.819
18204,-0.918,48.043
18203,-0.911,47.267
18202,-0.904,46.691
18201,-0.898,46.423
18200,-0.894,46.156
18199,-0.891,45.889
18198,-0.887,45.622
18197,-0.884,45.355
18196,-0.881,45.088
18195,-0.877,45.09
18194,-0.877,45.11
18193,-0.877,45.131
18192,-0.878,45.151
18191,-0.878,45.172
18190,-0.878,45.192
18189,-0.878,45.371
18188,-0.88,45.72
18187,-0.882,46.07
18186,-0.885,46.419
18185,-0.888,46.769
18184,-0.891,47.118
18183,-0.893,47.461
18182,-0.896,47.544
18181,-0.897,47.628
18180,-0.897,47.711
18179,-0.898,47.795
18178,-0.899,47.879
18177,-0.899,47.962
18176,-0.9,47.847
18175,-0.9,47.584
18174,-0.899,47.321
18173,-0.897,47.058
18172,-0.895,46.794
18171,-0.893,46.531
18170,-0.89,46.296
18169,-0.888,46.276
18168,-0.887,46.255
18167,-0.887,46.235
18166,-0.887,46.215
18165,-0.886,46.195
18164,-0.886,46.174
18163,-0.886,46.174
18162,-0.886,46.185
18161,-0.886,46.195
18160,-0.886,46.205
18159,-0.886,46.216
18158,-0.886,46.226
18157,-0.886,46.239
18156,-0.886,46.261
18155,-0.886,46.284
18154,-0.886,46.306
18153,-0.887,46.329
18152,-0.887,46.351
18151,-0.887,46.374
18150,-0.887,46.195
18149,-0.886,45.95
18148,-0.884,45.705
18147,-0.881,45.46
18146,-0.879,45.215
18145,-0.876,44.97
18144,-0.874,44.726
18143,-0.871,44.464
18142,-0.868,44.197
18141,-0.865,43.929
18140,-0.862,43.662
18139,-0.859,43.394
18138,-0.856,43.127
18137,-0.853,42.859
18136,-0.85,42.692
18135,-0.848,42.591
18134,-0.846,42.49
18133,-0.844,42.389
18132,-0.843,42.289
18131,-0.841,42.188
18130,-0.84,42.087
18129,-0.839,42.221
18128,-0.84,42.623
18127,-0.843,43.026
18126,-0.847,43.428
18125,-0.851,43.83
18124,-0.854,44.233
18123,-0.858,44.635
18122,-0.861,45.055
18121,-0.865,45.511
18120,-0.869,45.967
18119,-0.873,46.423
18118,-0.877,46.878
18117,-0.881,47.334
18116,-0.885,47.79
18115,-0.889,48.214
18114,-0.893,48.517
18113,-0.896,48.82
18112,-0.898,49.124
18111,-0.901,49.427
18110,-0.904,49.73
18109,-0.906,50.033
18108,-0.909,50.298
18107,-0.911,50.066
18106,-0.913,49.835
18105,-0.914,49.603
18104,-0.914,49.372
18103,-0.914,49.14
18102,-0.913,48.908
18101,-0.912,48.677
18100,-0.911,48.321
18099,-0.908,47.957
18098,-0.905,47.593
18097,-0.902,47.229
18096,-0.899,46.865
18095,-0.895,46.501
18094,-0.892,46.136
18093,-0.888,45.855
18092,-0.885,45.592
18091,-0.882,45.33
18090,-0.879,45.068
18089,-0.876,44.805
18088,-0.873,44.543
18087,-0.87,44.281
18086,-0.867,44.382
18085,-0.868,44.658
18084,-0.87,44.934
18083,-0.872,45.21
18082,-0.875,45.486
18081,-0.877,45.762
18080,-0.879,46.038
18079,-0.881,46.394
18078,-0.884,46.819
18077,-0.888,47.243
18076,-0.891,47.668
18075,-0.895,48.092
18074,-0.898,48.517
18073,-0.902,48.941
18072,-0.905,49.349
18071,-0.909,49.732
18070,-0.912,50.116
18069,-0.915,50.499
18068,-0.918,50.883
18067,-0.921,51.266
18066,-0.924,51.65
18065,-0.927,52.036
18064,-0.931,52.428
18063,-0.934,52.82
18062,-0.937,53.213
18061,-0.94,53.605
18060,-0.944,53.997
18059,-0.947,54.39
18058,-0.95,54.767
18057,-0.953,55.062
18056,-0.956,55.357
18055,-0.958,55.652
18054,-0.96,55.947
18053,-0.963,56.241
18052,-0.965,56.103
18051,-0.967,55.893
18050,-0.967,55.683
18049,-0.966,55.474
18048,-0.966,55.264
18047,-0.965,54.917
18046,-0.963,54.508
18045,-0.961,54.099
18044,-0.958,53.689
18043,-0.956,53.28
18042,-0.953,52.829
18041,-0.95,52.338
18040,-0.946,51.847
18039,-0.943,51.356
18038,-0.939,50.865
18037,-0.935,50.53
18036,-0.932,50.499
18035,-0.931,50.468
18034,-0.93,50.436
18033,-0.93,50.405
18032,-0.929,50.374
18031,-0.929,50.342
18030,-0.928,50.311
18029,-0.928,50.279
18028,-0.927,50.248
18027,-0.927,50.217
18026,-0.927,50.185
18025,-0.926,50.154
18024,-0.926,50.123
18023,-0.926,50.091
18022,-0.925,50.06
18021,-0.925,50.029
18020,-0.925,49.997
18019,-0.925,49.966
18018,-0.924,49.935
18017,-0.924,49.903
18016,-0.924,49.872
18015,-0.923,49.841
18014,-0.923,49.516
18013,-0.921,49.112
18012,-0.917,48.709
18011,-0.914,48.305
18010,-0.91,47.902
18009,-0.907,47.407
18008,-0.902,46.855
18007,-0.897,46.303
18006,-0.891,45.752
18005,-0.886,45.2
18004,-0.88,44.502
18003,-0.873,43.621
18002,-0.864,42.74
18001,-0.854,41.859
18000,-0.844,40.978
17999,-0.834,40.342
17998,-0.826,40.36
17997,-0.826,40.378
17996,-0.826,40.397
17995,-0.827,40.415
17994,-0.827,40.484
17993,-0.827,41.009
17992,-0.832,41.533
17991,-0.836,42.058
17990,-0.841,42.583
17989,-0.846,43.107
17988,-0.85,44.287
17987,-0.86,45.519
17986,-0.871,46.751
17985,-0.882,47.982
17984,-0.892,49.214
17983,-0.903,49.8
17982,-0.908,50.176
17981,-0.912,50.552
17980,-0.915,50.927
17979,-0.918,51.303
17978,-0.921,51.679
17977,-0.925,51.941
17976,-0.927,52.035
17975,-0.928,52.13
17974,-0.929,52.225
17973,-0.929,52.32
17972,-0.93,52.415
17971,-0.931,52.509
17970,-0.932,52.305
17969,-0.934,52.006
17968,-0.934,51.706
17967,-0.934,51.407
17966,-0.933,51.108
17965,-0.932,50.809
17964,-0.93,50.528
17963,-0.929,50.384
17962,-0.928,50.241
17961,-0.927,50.098
17960,-0.926,49.955
17959,-0.924,49.812
17958,-0.923,49.668
17957,-0.922,49.54
17956,-0.921,49.428
17955,-0.92,49.317
17954,-0.919,49.205
17953,-0.918,49.094
17952,-0.917,48.982
17951,-0.916,48.87
17950,-0.914,48.785
17949,-0.914,48.705
17948,-0.913,48.625
17947,-0.912,48.545
17946,-0.911,48.465
17945,-0.91,48.386
17944,-0.909,48.297
17943,-0.909,48.17
17942,-0.907,48.043
17941,-0.906,47.915
17940,-0.905,47.788
17939,-0.904,47.661
17938,-0.902,47.533
17937,-0.901,47.4
17936,-0.9,47.262
17935,-0.898,47.124
17934,-0.897,46.986
17933,-0.895,46.848
17932,-0.894,46.71
17931,-0.892,46.572
17930,-0.891,46.387
17929,-0.889,46.197
17928,-0.887,46.007
17927,-0.885,45.816
17926,-0.883,45.626
17925,-0.881,45.436
17924,-0.879,45.302
17923,-0.877,45.337
17922,-0.878,45.373
17921,-0.878,45.408
17920,-0.878,45.444
17919,-0.879,45.479
17918,-0.879,45.515
17917,-0.879,45.586
17916,-0.88,45.681
17915,-0.88,45.775
17914,-0.881,45.869
17913,-0.882,45.964
17912,-0.883,46.058
17911,-0.883,46.152
17910,-0.884,46.277
17909,-0.885,46.402
17908,-0.886,46.527
17907,-0.887,46.653
17906,-0.888,46.778
17905,-0.889,46.904
17904,-0.89,46.843
17903,-0.89,46.381
17902,-0.887,45.919
17901,-0.883,45.457
17900,-0.879,44.994
17899,-0.874,44.532
17898,-0.87,44.07
17897,-0.865,43.498
17896,-0.859,42.872
17895,-0.852,42.246
17894,-0.845,41.62
17893,-0.838,40.994
17892,-0.831,40.369
17891,-0.823,39.741
17890,-0.816,39.057
17889,-0.807,38.373
17888,-0.799,37.689
17887,-0.79,37.005
17886,-0.781,36.321
17885,-0.772,35.637
17884,-0.762,35.33
17883,-0.757,35.63
17882,-0.76,35.929
17881,-0.763,36.228
17880,-0.766,36.527
17879,-0.769,36.826
17878,-0.772,37.126
17877,-0.775,37.425
17876,-0.777,37.932
17875,-0.782,38.533
17874,-0.788,39.134
17873,-0.794,39.735
17872,-0.8,40.337
17871,-0.806,40.938
17870,-0.812,41.539
17869,-0.818,42.14
17868,-0.824,42.797
17867,-0.83,43.462
17866,-0.837,44.127
17865,-0.843,44.792
17864,-0.85,45.458
17863,-0.856,46.123
17862,-0.863,46.788
17861,-0.869,47.438
17860,-0.876,47.878
17859,-0.88,48.319
17858,-0.884,48.759
17857,-0.889,49.2
17856,-0.893,49.64
17855,-0.897,50.081
17854,-0.902,50.521
17853,-0.906,50.862
17852,-0.91,50.914
17851,-0.91,50.967
17850,-0.911,51.019
17849,-0.911,51.071
17848,-0.912,51.123
17847,-0.912,51.175
17846,-0.913,51.228
17845,-0.913,51.21
17844,-0.919,51.107
17843,-0.922,51.003
17842,-0.924,50.899
17841,-0.926,50.795
17840,-0.927,50.692
17839,-0.927,50.588
17838,-0.927,50.484
17837,-0.927,50.332
17836,-0.926,50.153
17835,-0.925,49.974
17834,-0.924,49.795
17833,-0.923,49.615
17832,-0.921,49.436
17831,-0.92,49.257
17830,-0.918,49.077
17829,-0.917,48.888
17828,-0.915,48.696
17827,-0.913,48.503
17826,-0.911,48.311
17825,-0.909,48.119
17824,-0.908,47.927
17823,-0.906,47.735
17822,-0.904,47.549
17821,-0.902,47.763
17820,-0.903,47.976
17819,-0.905,48.189
17818,-0.907,48.403
17817,-0.908,48.616
17816,-0.91,48.83
17815,-0.911,49.043
17814,-0.913,49.268
17813,-0.915,49.536
17812,-0.917,49.803
17811,-0.919,50.071
17810,-0.921,50.339
17809,-0.923,50.607
17808,-0.925,50.875
17807,-0.927,51.143
17806,-0.929,51.38
17805,-0.93,51.569
17804,-0.932,51.758
17803,-0.933,51.947
17802,-0.934,52.136
17801,-0.936,52.325
17800,-0.937,52.514
17799,-0.939,52.703
17798,-0.94,52.743
17797,-0.94,52.675
17796,-0.942,52.607
17795,-0.943,52.54
17794,-0.944,52.472
17793,-0.944,52.405
17792,-0.944,52.337
17791,-0.944,52.27
17790,-0.943,52.103
17789,-0.942,51.907
17788,-0.941,51.711
17787,-0.94,51.515
17786,-0.938,51.32
17785,-0.937,51.124
17784,-0.935,50.928
17783,-0.934,50.732
17782,-0.932,50.468
17781,-0.93,50.202
17780,-0.928,49.936
17779,-0.925,49.67
17778,-0.923,49.404
17777,-0.921,49.138
17776,-0.918,48.872
17775,-0.916,48.636
17774,-0.913,48.571
17773,-0.912,48.505
17772,-0.911,48.44
17771,-0.91,48.374
17770,-0.91,48.309
17769,-0.909,48.243
17768,-0.908,48.177
17767,-0.907,48.149
17766,-0.907,48.194
17765,-0.907,48.238
17764,-0.908,48.283
17763,-0.908,48.327
17762,-0.908,48.372
17761,-0.909,48.416
17760,-0.909,48.461
17759,-0.909,48.638
17758,-0.911,48.936
17757,-0.913,49.233
17756,-0.915,49.53
17755,-0.917,49.827
17754,-0.919,50.124
17753,-0.921,50.421
17752,-0.924,50.719
17751,-0.926,50.808
17750,-0.927,50.814
17749,-0.927,50.821
17748,-0.927,50.827
17747,-0.927,50.833
17746,-0.927,50.84
17745,-0.927,50.846
17744,-0.927,50.853
17743,-0.927,50.702
17742,-0.927,50.535
17741,-0.927,50.368
17740,-0.926,50.201
17739,-0.925,50.034
17738,-0.924,49.867
17737,-0.923,49.7
17736,-0.922,49.5
17735,-0.92,48.978
17734,-0.916,48.455
17733,-0.912,47.933
17732,-0.907,47.41
17731,-0.902,46.887
17730,-0.897,46.365
17729,-0.892,45.842
17728,-0.887,45.4
17727,-0.882,45.162
17726,-0.879,44.924
17725,-0.876,44.686
17724,-0.873,44.448
17723,-0.87,44.21
17722,-0.867,43.972
17721,-0.864,43.734
17720,-0.861,43.496
17719,-0.858,43.467
17718,-0.857,43.47
17717,-0.857,43.473
17716,-0.857,43.476
17715,-0.857,43.479
17714,-0.857,43.482
17713,-0.857,43.485
17712,-0.857,43.488
17711,-0.857,43.622
17710,-0.858,44.075
17709,-0.862,44.529
17708,-0.866,44.982
17707,-0.87,45.435
17706,-0.873,45.888
17705,-0.877,46.342
17704,-0.881,46.795
17703,-0.885,47.248
17702,-0.889,47.611
17701,-0.892,47.939
17700,-0.895,48.266
17699,-0.897,48.593
17698,-0.9,48.921
17697,-0.903,49.248
17696,-0.906,49.576
17695,-0.908,49.903
17694,-0.911,50.215
17693,-0.914,50.432
17692,-0.916,50.65
17691,-0.917,50.868
17690,-0.919,51.086
17689,-0.921,51.304
17688,-0.923,51.522
17687,-0.925,51.74
17686,-0.927,51.958
17685,-0.929,51.997
17684,-0.929,51.904
17683,-0.932,51.812
17682,-0.933,51.72
17681,-0.935,51.627
17680,-0.935,51.535
17679,-0.935,51.442
17678,-0.935,51.35
17677,-0.935,51.259
17676,-0.935,51.471
17675,-0.936,51.683
17674,-0.938,51.894
17673,-0.939,52.106
17672,-0.94,52.317
17671,-0.942,52.529
17670,-0.943,52.74
17669,-0.945,52.952
17668,-0.946,53.161
17667,-0.947,53.367
17666,-0.949,53.573
17665,-0.95,53.778
17664,-0.951,53.984
17663,-0.953,54.19
17662,-0.954,54.396
17661,-0.956,54.602
17660,-0.957,54.806
17659,-0.958,54.994
17658,-0.96,55.182
17657,-0.961,55.37
17656,-0.962,55.558
17655,-0.963,55.746
17654,-0.964,55.935
17653,-0.966,55.721
17652,-0.966,55.473
17651,-0.965,55.226
17650,-0.964,54.978
17649,-0.963,54.731
17648,-0.962,54.484
17647,-0.96,54.087
17646,-0.958,53.638
17645,-0.955,53.19
17644,-0.952,52.741
17643,-0.949,52.293
17642,-0.946,51.844
17641,-0.943,51.392
17640,-0.939,50.936
17639,-0.935,50.481
17638,-0.932,50.025
17637,-0.928,49.57
17636,-0.924,49.114
17635,-0.919,48.771
17634,-0.916,48.607
17633,-0.914,48.443
17632,-0.912,48.279
17631,-0.91,48.115
17630,-0.908,47.952
17629,-0.906,47.832
17628,-0.905,47.882
17627,-0.905,47.932
17626,-0.906,47.982
17625,-0.906,48.032
17624,-0.906,48.082
17623,-0.907,48.144
17622,-0.907,48.593
17621,-0.911,49.042
17620,-0.914,49.491
17619,-0.917,49.94
17618,-0.92,50.389
17617,-0.924,50.838
17616,-0.927,50.958
17615,-0.928,51.019
17614,-0.928,51.08
17613,-0.929,51.14
17612,-0.929,51.201
17611,-0.93,51.262
17610,-0.93,50.259
17609,-0.924,49.526
17608,-0.919,48.792
17607,-0.913,48.059
17606,-0.907,47.325
17605,-0.901,46.592
17604,-0.894,43.679
17603,-0.869,41.984
17602,-0.852,41.629
17601,-0.846,41.275
17600,-0.84,40.921
17599,-0.834,40.566
17598,-0.828,40.212
17597,-0.823,40.267
17596,-0.823,40.827
17595,-0.828,41.387
17594,-0.833,41.946
17593,-0.838,42.506
17592,-0.843,43.066
17591,-0.848,43.74
17590,-0.854,44.722
17589,-0.862,45.705
17588,-0.871,46.688
17587,-0.88,47.671
17586,-0.888,48.653
17585,-0.897,49.665
17584,-0.906,50.967
17583,-0.918,52.268
17582,-0.929,53.57
17581,-0.941,54.646
17580,-0.95,54.919
17579,-0.953,55.193
17578,-0.955,55.466
17577,-0.957,55.693
17576,-0.959,55.873
17575,-0.961,56.052
17574,-0.963,56.232
17573,-0.964,56.223
17572,-0.967,56.159
17571,-0.968,56.094
17570,-0.969,56.014
17569,-0.969,55.601
17568,-0.967,55.187
17567,-0.965,54.773
17566,-0.962,54.288
17565,-0.96,53.65
17564,-0.956,53.012
17563,-0.951,52.374
17562,-0.947,51.774
17561,-0.943,51.2
17560,-0.938,50.626
17559,-0.933,50.052
17558,-0.929,50.228
17557,-0.93,50.517
17556,-0.932,50.807
17555,-0.933,51.044
17554,-0.935,50.974
17553,-0.934,50.903
17552,-0.933,50.833
17551,-0.933,50.683
17550,-0.931,50.421
17549,-0.929,50.16
17548,-0.927,49.899
17547,-0.925,49.306
17546,-0.92,48.568
17545,-0.914,47.829
