age_ka,d18Ow_IV,SL_m
39038,-0.978,65.1
39037,-0.978,65.1
39036,-0.978,65.1
39035,-0.978,65.1
39034,-0.978,65.1
39033,-0.978,65.1
39032,-0.978,65.1
39031,-0.978,65.1
39030,-0.978,65.1
39029,-0.978,65.1
39028,-0.978,65.1
39027,-0.978,65.1
39026,-0.978,65.1
39025,-0.978,65.1
39024,-0.978,65.1
39023,-0.978,65.1
39022,-0.978,65.1
39021,-0.978,65.083
39020,-0.978,65.042
39019,-0.978,65.001
39018,-0.978,64.96
39017,-0.978,64.95
39016,-0.978,64.943
39015,-0.978,64.936
39014,-0.978,64.929
39013,-0.978,64.922
39012,-0.978,64.912
39011,-0.978,64.897
39010,-0.978,64.882
39009,-0.978,64.867
39008,-0.978,64.851
39007,-0.978,64.836
39006,-0.978,64.821
39005,-0.978,64.787
39004,-0.978,64.7
39003,-0.978,64.613
39002,-0.978,64.526
39001,-0.978,64.439
39000,-0.978,64.355
38999,-0.978,64.271
38998,-0.978,64.188
38997,-0.978,64.104
38996,-0.978,64.02
38995,-0.978,63.953
38994,-0.978,63.906
38993,-0.978,63.86
38992,-0.978,63.814
38991,-0.978,63.768
38990,-0.978,63.721
38989,-0.978,63.727
38988,-0.978,63.743
38987,-0.978,63.76
38986,-0.978,63.776
38985,-0.978,63.793
38984,-0.978,63.816
38983,-0.978,63.863
38982,-0.978,63.911
38981,-0.978,63.959
38980,-0.978,64.006
38979,-0.978,64.022
38978,-0.978,64.039
38977,-0.978,64.056
38976,-0.978,64.072
38975,-0.978,64.089
38974,-0.978,64.105
38973,-0.978,64.122
38972,-0.978,64.129
38971,-0.978,64.136
38970,-0.978,64.143
38969,-0.978,64.15
38968,-0.978,64.157
38967,-0.978,64.168
38966,-0.978,64.183
38965,-0.978,64.199
38964,-0.978,64.215
38963,-0.978,64.231
38962,-0.978,64.247
38961,-0.978,64.27
38960,-0.978,64.296
38959,-0.978,64.321
38958,-0.978,64.346
38957,-0.978,64.372
38956,-0.978,64.396
38955,-0.978,64.415
38954,-0.978,64.434
38953,-0.978,64.453
38952,-0.978,64.473
38951,-0.978,64.492
38950,-0.978,64.511
38949,-0.978,64.53
38948,-0.978,64.551
38947,-0.978,64.572
38946,-0.978,64.593
38945,-0.978,64.614
38944,-0.978,64.626
38943,-0.978,64.638
38942,-0.978,64.651
38941,-0.978,64.663
38940,-0.978,64.675
38939,-0.978,64.686
38938,-0.978,64.695
38937,-0.978,64.705
38936,-0.978,64.714
38935,-0.978,64.723
38934,-0.978,64.733
38933,-0.978,64.738
38932,-0.978,64.741
38931,-0.978,64.745
38930,-0.978,64.748
38929,-0.978,64.751
38928,-0.978,64.754
38927,-0.978,64.749
38926,-0.978,64.745
38925,-0.978,64.74
38924,-0.978,64.735
38923,-0.978,64.73
38922,-0.978,64.725
38921,-0.978,64.72
38920,-0.978,64.715
38919,-0.978,64.71
38918,-0.978,64.705
38917,-0.978,64.7
38916,-0.978,64.693
38915,-0.978,64.686
38914,-0.978,64.679
38913,-0.978,64.672
38912,-0.978,64.664
38911,-0.978,64.656
38910,-0.978,64.643
38909,-0.978,64.631
38908,-0.978,64.618
38907,-0.978,64.606
38906,-0.978,64.593
38905,-0.978,64.569
38904,-0.978,64.54
38903,-0.978,64.51
38902,-0.978,64.48
38901,-0.978,64.45
38900,-0.978,64.419
38899,-0.978,64.353
38898,-0.978,64.286
38897,-0.978,64.22
38896,-0.978,64.153
38895,-0.978,64.102
38894,-0.978,64.053
38893,-0.978,64.005
38892,-0.978,63.956
38891,-0.978,63.908
38890,-0.978,63.859
38889,-0.978,63.811
38888,-0.978,63.749
38887,-0.978,63.683
38886,-0.978,63.618
38885,-0.978,63.553
38884,-0.978,63.487
38883,-0.978,63.424
38882,-0.978,63.371
38881,-0.978,63.318
38880,-0.978,63.265
38879,-0.978,63.212
38878,-0.978,63.159
38877,-0.978,63.131
38876,-0.978,63.121
38875,-0.978,63.111
38874,-0.978,63.101
38873,-0.978,63.091
38872,-0.978,63.081
38871,-0.978,63.106
38870,-0.978,63.131
38869,-0.978,63.156
38868,-0.978,63.182
38867,-0.978,63.207
38866,-0.978,63.232
38865,-0.978,63.257
38864,-0.978,63.305
38863,-0.978,63.354
38862,-0.978,63.402
38861,-0.978,63.451
38860,-0.978,63.479
38859,-0.978,63.5
38858,-0.978,63.521
38857,-0.978,63.542
38856,-0.978,63.563
38855,-0.978,63.583
38854,-0.978,63.598
38853,-0.978,63.613
38852,-0.978,63.627
38851,-0.978,63.642
38850,-0.978,63.657
38849,-0.978,63.677
38848,-0.978,63.701
38847,-0.978,63.725
38846,-0.978,63.749
38845,-0.978,63.774
38844,-0.978,63.798
38843,-0.978,63.831
38842,-0.978,63.865
38841,-0.978,63.899
38840,-0.978,63.933
38839,-0.978,63.947
38838,-0.978,63.953
38837,-0.978,63.959
38836,-0.978,63.965
38835,-0.978,63.971
38834,-0.978,63.976
38833,-0.978,63.982
38832,-0.978,63.978
38831,-0.978,63.969
38830,-0.978,63.96
38829,-0.978,63.951
38828,-0.978,63.942
38827,-0.978,63.934
38826,-0.978,63.932
38825,-0.978,63.931
38824,-0.978,63.929
38823,-0.978,63.928
38822,-0.978,63.927
38821,-0.978,63.93
38820,-0.978,63.939
38819,-0.978,63.948
38818,-0.978,63.957
38817,-0.978,63.965
38816,-0.978,63.972
38815,-0.978,63.978
38814,-0.978,63.984
38813,-0.978,63.99
38812,-0.978,63.996
38811,-0.978,64.003
38810,-0.978,64.013
38809,-0.978,64.033
38808,-0.978,64.054
38807,-0.978,64.075
38806,-0.978,64.095
38805,-0.978,64.116
38804,-0.978,64.166
38803,-0.978,64.232
38802,-0.978,64.298
38801,-0.978,64.363
38800,-0.978,64.429
38799,-0.978,64.496
38798,-0.978,64.581
38797,-0.978,64.666
38796,-0.978,64.752
38795,-0.978,64.837
38794,-0.978,64.922
38793,-0.978,64.997
38792,-0.978,65.06
38791,-0.978,65.1
38790,-0.978,65.1
38789,-0.978,65.1
38788,-0.978,65.1
38787,-0.978,65.1
38786,-0.978,65.1
38785,-0.978,65.1
38784,-0.978,65.077
38783,-0.978,65.027
38782,-0.978,64.964
38781,-0.978,64.901
38780,-0.978,64.837
38779,-0.978,64.774
38778,-0.978,64.71
38777,-0.978,64.647
38776,-0.978,64.562
38775,-0.978,64.461
38774,-0.978,64.361
38773,-0.978,64.26
38772,-0.978,64.16
38771,-0.978,64.059
38770,-0.978,63.956
38769,-0.978,63.852
38768,-0.978,63.749
38767,-0.978,63.645
38766,-0.978,63.541
38765,-0.978,63.462
38764,-0.978,63.424
38763,-0.978,63.386
38762,-0.978,63.348
38761,-0.978,63.31
38760,-0.978,63.272
38759,-0.978,63.3
38758,-0.978,63.349
38757,-0.978,63.397
38756,-0.978,63.446
38755,-0.978,63.495
38754,-0.978,63.544
38753,-0.978,63.593
38752,-0.978,63.647
38751,-0.978,63.804
38750,-0.978,63.961
38749,-0.978,64.118
38748,-0.978,64.219
38747,-0.978,64.27
38746,-0.978,64.322
38745,-0.978,64.373
38744,-0.978,64.425
38743,-0.978,64.476
38742,-0.978,64.469
38741,-0.978,64.457
38740,-0.978,64.446
38739,-0.978,64.434
38738,-0.978,64.422
38737,-0.978,64.406
38736,-0.978,64.379
38735,-0.978,64.352
38734,-0.978,64.325
38733,-0.978,64.298
38732,-0.978,64.271
38731,-0.978,64.262
38730,-0.978,64.259
38729,-0.978,64.257
38728,-0.978,64.255
38727,-0.978,64.256
38726,-0.978,64.261
38725,-0.978,64.265
38724,-0.978,64.27
38723,-0.978,64.275
38722,-0.978,64.279
38721,-0.978,64.267
38720,-0.978,64.252
38719,-0.978,64.237
38718,-0.978,64.222
38717,-0.978,64.207
38716,-0.978,64.192
38715,-0.978,64.177
38714,-0.978,64.159
38713,-0.978,64.142
38712,-0.978,64.124
38711,-0.978,64.106
38710,-0.978,64.088
38709,-0.978,64.08
38708,-0.978,64.1
38707,-0.978,64.119
38706,-0.978,64.139
38705,-0.978,64.159
38704,-0.978,64.178
38703,-0.978,64.22
38702,-0.978,64.275
38701,-0.978,64.33
38700,-0.978,64.385
38699,-0.978,64.422
38698,-0.978,64.434
38697,-0.978,64.446
38696,-0.978,64.459
38695,-0.978,64.471
38694,-0.978,64.484
38693,-0.978,64.496
38692,-0.978,64.488
38691,-0.978,64.452
38690,-0.978,64.415
38689,-0.978,64.379
38688,-0.978,64.342
38687,-0.978,64.306
38686,-0.978,64.263
38685,-0.978,64.218
38684,-0.978,64.173
38683,-0.978,64.128
38682,-0.978,64.083
38681,-0.978,64.053
38680,-0.978,64.08
38679,-0.978,64.108
38678,-0.978,64.135
38677,-0.978,64.359
38676,-0.978,64.605
38675,-0.978,64.8
38674,-0.978,64.96
38673,-0.978,65.1
38672,-0.978,65.1
38671,-0.978,65.1
38670,-0.978,65.1
38669,-0.978,65.052
38668,-0.978,64.943
38667,-0.978,64.833
38666,-0.978,64.573
38665,-0.978,64.243
38664,-0.978,63.997
38663,-0.978,63.899
38662,-0.978,63.801
38661,-0.978,63.722
38660,-0.978,63.883
38659,-0.978,64.044
38658,-0.978,64.194
38657,-0.978,64.339
38656,-0.978,64.485
38655,-0.978,64.619
38654,-0.978,64.738
38653,-0.978,64.848
38652,-0.978,64.907
38651,-0.978,64.966
38650,-0.978,65.024
38649,-0.978,65.074
38648,-0.978,65.1
38647,-0.978,65.1
38646,-0.978,65.1
38645,-0.978,65.1
38644,-0.978,65.1
38643,-0.978,65.1
38642,-0.978,65.1
38641,-0.978,65.1
38640,-0.978,65.1
38639,-0.978,65.1
38638,-0.978,65.1
38637,-0.978,65.1
38636,-0.978,65.1
38635,-0.978,65.1
38634,-0.978,65.1
38633,-0.978,65.1
38632,-0.978,65.1
38631,-0.978,65.1
38630,-0.978,65.1
38629,-0.978,65.1
38628,-0.978,65.1
38627,-0.978,65.1
38626,-0.978,65.1
38625,-0.978,65.1
38624,-0.978,65.1
38623,-0.978,65.1
38622,-0.978,65.1
38621,-0.978,65.1
38620,-0.978,65.1
38619,-0.978,65.1
38618,-0.978,65.1
38617,-0.978,65.1
38616,-0.978,65.1
38615,-0.978,65.1
38614,-0.978,65.1
38613,-0.978,65.1
38612,-0.978,65.1
38611,-0.978,65.1
38610,-0.978,65.1
38609,-0.978,65.1
38608,-0.978,65.1
38607,-0.978,65.1
38606,-0.978,65.1
38605,-0.978,65.1
38604,-0.978,65.1
38603,-0.978,65.1
38602,-0.978,65.1
38601,-0.978,65.088
38600,-0.978,65.066
38599,-0.978,65.045
38598,-0.978,65.023
38597,-0.978,65.002
38596,-0.978,64.98
38595,-0.978,64.959
38594,-0.978,64.942
38593,-0.978,64.925
38592,-0.978,64.908
38591,-0.978,64.891
38590,-0.978,64.874
38589,-0.978,64.857
38588,-0.978,64.839
38587,-0.978,64.819
38586,-0.978,64.799
38585,-0.978,64.779
38584,-0.978,64.759
38583,-0.978,64.739
38582,-0.978,64.719
38581,-0.978,64.699
38580,-0.978,64.683
38579,-0.978,64.667
38578,-0.978,64.651
38577,-0.978,64.634
38576,-0.978,64.618
38575,-0.978,64.602
38574,-0.978,64.593
38573,-0.978,64.61
38572,-0.978,64.626
38571,-0.978,64.643
38570,-0.978,64.659
38569,-0.978,64.676
38568,-0.978,64.692
38567,-0.978,64.715
38566,-0.978,64.759
38565,-0.978,64.802
38564,-0.978,64.845
38563,-0.978,64.889
38562,-0.978,64.932
38561,-0.978,64.976
38560,-0.978,65.016
38559,-0.978,65.046
38558,-0.978,65.077
38557,-0.978,65.1
38556,-0.978,65.1
38555,-0.978,65.1
38554,-0.978,65.1
38553,-0.978,65.1
38552,-0.978,65.1
38551,-0.978,65.1
38550,-0.978,65.1
38549,-0.978,65.1
38548,-0.978,65.1
38547,-0.978,65.1
38546,-0.978,65.1
38545,-0.978,65.1
38544,-0.978,65.092
38543,-0.978,65.054
38542,-0.978,65.017
38541,-0.978,64.979
38540,-0.978,64.941
38539,-0.978,64.901
38538,-0.978,64.849
38537,-0.978,64.796
38536,-0.978,64.744
38535,-0.978,64.692
38534,-0.978,64.639
38533,-0.978,64.587
38532,-0.978,64.535
38531,-0.978,64.482
38530,-0.978,64.43
38529,-0.978,64.378
38528,-0.978,64.325
38527,-0.978,64.273
38526,-0.978,64.221
38525,-0.978,64.17
38524,-0.978,64.135
38523,-0.978,64.1
38522,-0.978,64.065
38521,-0.978,64.03
38520,-0.978,63.995
38519,-0.978,63.96
38518,-0.978,63.927
38517,-0.978,63.936
38516,-0.978,63.945
38515,-0.978,63.954
38514,-0.978,63.963
38513,-0.978,63.972
38512,-0.978,63.981
38511,-0.978,63.99
38510,-0.978,64.054
38509,-0.978,64.117
38508,-0.978,64.181
38507,-0.978,64.244
38506,-0.978,64.307
38505,-0.978,64.371
38504,-0.978,64.434
38503,-0.978,64.504
38502,-0.978,64.575
38501,-0.978,64.645
38500,-0.978,64.715
38499,-0.978,64.786
38498,-0.978,64.856
38497,-0.978,64.926
38496,-0.978,64.959
38495,-0.978,64.99
38494,-0.978,65.02
38493,-0.978,65.051
38492,-0.978,65.081
38491,-0.978,65.1
38490,-0.978,65.1
38489,-0.978,65.1
38488,-0.978,65.1
38487,-0.978,65.1
38486,-0.978,65.099
38485,-0.978,65.087
38484,-0.978,65.075
38483,-0.978,65.063
38482,-0.978,65.046
38481,-0.978,65.028
38480,-0.978,65.01
38479,-0.978,64.992
38478,-0.978,64.974
38477,-0.978,64.956
38476,-0.978,64.938
38475,-0.978,64.937
38474,-0.978,64.939
38473,-0.978,64.941
38472,-0.978,64.943
38471,-0.978,64.945
38470,-0.978,64.948
38469,-0.978,64.95
38468,-0.978,64.966
38467,-0.978,64.986
38466,-0.978,65.006
38465,-0.978,65.026
38464,-0.978,65.046
38463,-0.978,65.066
38462,-0.978,65.086
38461,-0.978,65.1
38460,-0.978,65.1
38459,-0.978,65.1
38458,-0.978,65.1
38457,-0.978,65.1
38456,-0.978,65.1
38455,-0.978,65.1
38454,-0.978,65.1
38453,-0.978,65.1
38452,-0.978,65.1
38451,-0.978,65.1
38450,-0.978,65.1
38449,-0.978,65.1
38448,-0.978,65.1
38447,-0.978,65.1
38446,-0.978,65.1
38445,-0.978,65.1
38444,-0.978,65.1
38443,-0.978,65.1
38442,-0.978,65.1
38441,-0.978,65.1
38440,-0.978,65.1
38439,-0.978,65.1
38438,-0.978,65.1
38437,-0.978,65.1
38436,-0.978,65.1
38435,-0.978,65.1
38434,-0.978,65.1
38433,-0.978,65.1
38432,-0.978,65.1
38431,-0.978,65.1
38430,-0.978,65.1
38429,-0.978,65.1
38428,-0.978,65.1
38427,-0.978,65.1
38426,-0.978,65.1
38425,-0.978,65.1
38424,-0.978,65.1
38423,-0.978,65.1
38422,-0.978,65.1
38421,-0.978,65.1
38420,-0.978,65.1
38419,-0.978,65.1
38418,-0.978,65.1
38417,-0.978,65.1
38416,-0.978,65.1
38415,-0.978,65.1
38414,-0.978,65.1
38413,-0.978,65.1
38412,-0.978,65.1
38411,-0.978,65.1
38410,-0.978,65.1
38409,-0.978,65.1
38408,-0.978,65.1
38407,-0.978,65.1
38406,-0.978,65.098
38405,-0.978,65.093
38404,-0.978,65.093
38403,-0.978,65.094
38402,-0.978,65.095
38401,-0.978,65.095
38400,-0.978,65.096
38399,-0.978,65.097
38398,-0.978,65.1
38397,-0.978,65.1
38396,-0.978,65.1
38395,-0.978,65.1
38394,-0.978,65.1
38393,-0.978,65.1
38392,-0.978,65.1
38391,-0.978,65.1
38390,-0.978,65.1
38389,-0.978,65.1
38388,-0.978,65.1
38387,-0.978,65.1
38386,-0.978,65.1
38385,-0.978,65.1
38384,-0.978,65.1
38383,-0.978,65.1
38382,-0.978,65.1
38381,-0.978,65.1
38380,-0.978,65.1
38379,-0.978,65.1
38378,-0.978,65.1
38377,-0.978,65.1
38376,-0.978,65.1
38375,-0.978,65.1
38374,-0.978,65.08
38373,-0.978,65.05
38372,-0.978,65.019
38371,-0.978,64.989
38370,-0.978,64.956
38369,-0.978,64.917
38368,-0.978,64.878
38367,-0.978,64.839
38366,-0.978,64.801
38365,-0.978,64.762
38364,-0.978,64.723
38363,-0.978,64.693
38362,-0.978,64.689
38361,-0.978,64.686
38360,-0.978,64.682
38359,-0.978,64.679
38358,-0.978,64.676
38357,-0.978,64.672
38356,-0.978,64.674
38355,-0.978,64.698
38354,-0.978,64.722
38353,-0.978,64.746
38352,-0.978,64.77
38351,-0.978,64.794
38350,-0.978,64.818
38349,-0.978,64.845
38348,-0.978,64.891
38347,-0.978,64.936
38346,-0.978,64.982
38345,-0.978,65.028
38344,-0.978,65.049
38343,-0.978,65.063
38342,-0.978,65.077
38341,-0.978,65.091
38340,-0.978,65.1
38339,-0.978,65.1
38338,-0.978,65.1
38337,-0.978,65.1
38336,-0.978,65.1
38335,-0.978,65.1
38334,-0.978,65.1
38333,-0.978,65.1
38332,-0.978,65.1
38331,-0.978,65.1
38330,-0.978,65.1
38329,-0.978,65.1
38328,-0.978,65.1
38327,-0.978,65.1
38326,-0.978,65.1
38325,-0.978,65.1
38324,-0.978,65.1
38323,-0.978,65.1
38322,-0.978,65.084
38321,-0.978,65.064
38320,-0.978,65.02
38319,-0.978,64.976
38318,-0.978,64.933
38317,-0.978,64.889
38316,-0.978,64.845
38315,-0.978,64.801
38314,-0.978,64.758
38313,-0.978,64.683
38312,-0.978,64.608
38311,-0.978,64.532
38310,-0.978,64.457
38309,-0.978,64.415
38308,-0.978,64.397
38307,-0.978,64.379
38306,-0.978,64.361
38305,-0.978,64.343
38304,-0.978,64.325
38303,-0.978,64.307
38302,-0.978,64.289
38301,-0.978,64.271
38300,-0.978,64.253
38299,-0.978,64.256
38298,-0.978,64.263
38297,-0.978,64.269
38296,-0.978,64.275
38295,-0.978,64.281
38294,-0.978,64.288
38293,-0.978,64.294
38292,-0.978,64.307
38291,-0.978,64.321
38290,-0.978,64.335
38289,-0.978,64.349
38288,-0.978,64.364
38287,-0.978,64.378
38286,-0.978,64.392
38285,-0.978,64.397
38284,-0.978,64.401
38283,-0.978,64.405
38282,-0.978,64.408
38281,-0.978,64.412
38280,-0.978,64.416
38279,-0.978,64.419
38278,-0.978,64.412
38277,-0.978,64.402
38276,-0.978,64.392
38275,-0.978,64.383
38274,-0.978,64.376
38273,-0.978,64.376
38272,-0.978,64.375
38271,-0.978,64.374
38270,-0.978,64.373
38269,-0.978,64.372
38268,-0.978,64.371
38267,-0.978,64.371
38266,-0.978,64.37
38265,-0.978,64.369
38264,-0.978,64.379
38263,-0.978,64.394
38262,-0.978,64.408
38261,-0.978,64.424
38260,-0.978,64.445
38259,-0.978,64.465
38258,-0.978,64.485
38257,-0.978,64.5
38256,-0.978,64.514
38255,-0.978,64.527
38254,-0.978,64.54
38253,-0.978,64.555
38252,-0.978,64.569
38251,-0.978,64.573
38250,-0.978,64.577
38249,-0.978,64.581
38248,-0.978,64.585
38247,-0.978,64.588
38246,-0.978,64.588
38245,-0.978,64.588
38244,-0.978,64.588
38243,-0.978,64.586
38242,-0.978,64.584
38241,-0.978,64.582
38240,-0.978,64.584
38239,-0.978,64.599
38238,-0.978,64.615
38237,-0.978,64.63
38236,-0.978,64.666
38235,-0.978,64.709
38234,-0.978,64.727
38233,-0.978,64.728
38232,-0.978,64.73
38231,-0.978,64.732
38230,-0.978,64.733
38229,-0.978,64.672
38228,-0.978,64.595
38227,-0.978,64.518
38226,-0.978,64.437
38225,-0.978,64.348
38224,-0.978,64.259
38223,-0.978,64.169
38222,-0.978,64.171
38221,-0.978,64.192
38220,-0.978,64.212
38219,-0.978,64.253
38218,-0.978,64.332
38217,-0.978,64.412
38216,-0.978,64.492
38215,-0.978,64.552
38214,-0.978,64.61
38213,-0.978,64.667
38212,-0.978,64.698
38211,-0.978,64.681
38210,-0.978,64.663
38209,-0.978,64.646
38208,-0.978,64.587
38207,-0.978,64.522
38206,-0.978,64.456
38205,-0.978,64.393
38204,-0.978,64.334
38203,-0.978,64.275
38202,-0.978,64.216
38201,-0.978,64.183
38200,-0.978,64.154
38199,-0.978,64.125
38198,-0.978,64.101
38197,-0.978,64.084
38196,-0.978,64.068
38195,-0.978,64.052
38194,-0.978,64.05
38193,-0.978,64.049
38192,-0.978,64.048
38191,-0.978,64.052
38190,-0.978,64.066
38189,-0.978,64.079
38188,-0.978,64.092
38187,-0.978,64.105
38186,-0.978,64.148
38185,-0.978,64.211
38184,-0.978,64.272
38183,-0.978,64.331
38182,-0.978,64.39
38181,-0.978,64.448
38180,-0.978,64.482
38179,-0.978,64.514
38178,-0.978,64.546
38177,-0.978,64.555
38176,-0.978,64.533
38175,-0.978,64.51
38174,-0.978,64.488
38173,-0.978,64.435
38172,-0.978,64.38
38171,-0.978,64.324
38170,-0.978,64.275
38169,-0.978,64.232
38168,-0.978,64.189
38167,-0.978,64.146
38166,-0.978,64.134
38165,-0.978,64.124
38164,-0.978,64.114
38163,-0.978,64.11
38162,-0.978,64.113
38161,-0.978,64.117
38160,-0.978,64.12
38159,-0.978,64.087
38158,-0.978,64.053
38157,-0.978,64.019
38156,-0.978,63.965
38155,-0.978,63.89
38154,-0.978,63.815
38153,-0.978,63.74
38152,-0.978,63.677
38151,-0.978,63.615
38150,-0.978,63.552
38149,-0.978,63.503
38148,-0.978,63.469
38147,-0.978,63.434
38146,-0.978,63.399
38145,-0.978,63.372
38144,-0.978,63.345
38143,-0.978,63.318
38142,-0.978,63.299
38141,-0.978,63.288
38140,-0.978,63.276
38139,-0.978,63.266
38138,-0.978,63.312
38137,-0.978,63.358
38136,-0.978,63.404
38135,-0.978,63.481
38134,-0.978,63.583
38133,-0.978,63.685
38132,-0.978,63.788
38131,-0.978,63.89
38130,-0.978,63.993
38129,-0.978,64.096
38128,-0.978,64.167
38127,-0.978,64.213
38126,-0.978,64.259
38125,-0.978,64.302
38124,-0.978,64.297
38123,-0.978,64.292
38122,-0.978,64.287
38121,-0.978,64.277
38120,-0.978,64.263
38119,-0.978,64.25
38118,-0.978,64.241
38117,-0.978,64.288
38116,-0.978,64.336
38115,-0.978,64.383
38114,-0.978,64.455
38113,-0.978,64.544
38112,-0.978,64.633
38111,-0.978,64.718
38110,-0.978,64.768
38109,-0.978,64.817
38108,-0.978,64.866
38107,-0.978,64.865
38106,-0.978,64.833
38105,-0.978,64.801
38104,-0.978,64.756
38103,-0.978,64.625
38102,-0.978,64.493
38101,-0.978,64.367
38100,-0.978,64.248
38099,-0.978,64.128
38098,-0.978,64.008
38097,-0.978,63.88
38096,-0.978,63.702
38095,-0.978,63.523
38094,-0.978,63.344
38093,-0.978,63.177
38092,-0.978,63.016
38091,-0.978,62.855
38090,-0.978,62.709
38089,-0.978,62.638
38088,-0.978,62.567
38087,-0.978,62.496
38086,-0.978,62.488
38085,-0.978,62.512
38084,-0.978,62.535
38083,-0.978,62.556
38082,-0.978,62.565
38081,-0.978,62.575
38080,-0.978,62.584
38079,-0.978,62.516
38078,-0.978,62.413
38077,-0.978,62.311
38076,-0.978,62.195
38075,-0.978,62.027
38074,-0.978,61.858
38073,-0.978,61.69
38072,-0.978,61.589
38071,-0.978,61.516
38070,-0.978,61.444
38069,-0.978,61.405
38068,-0.978,61.488
38067,-0.978,61.572
38066,-0.978,61.656
38065,-0.978,61.811
38064,-0.978,61.994
38063,-0.978,62.178
38062,-0.978,62.352
38061,-0.978,62.499
38060,-0.978,62.646
38059,-0.978,62.792
38058,-0.978,62.865
38057,-0.978,62.911
38056,-0.978,62.957
38055,-0.978,62.984
38054,-0.978,62.951
38053,-0.978,62.917
38052,-0.978,62.883
38051,-0.978,62.848
38050,-0.978,62.812
38049,-0.978,62.776
38048,-0.978,62.746
38047,-0.978,62.735
38046,-0.978,62.724
38045,-0.978,62.713
38044,-0.978,62.734
38043,-0.978,62.765
38042,-0.978,62.795
38041,-0.978,62.831
38040,-0.978,62.877
38039,-0.978,62.924
38038,-0.978,62.971
38037,-0.978,63.003
38036,-0.978,63.031
38035,-0.978,63.06
38034,-0.978,63.072
38033,-0.978,63.047
38032,-0.978,63.022
38031,-0.978,62.998
38030,-0.978,62.947
38029,-0.978,62.89
38028,-0.978,62.833
38027,-0.978,62.782
38026,-0.978,62.745
38025,-0.978,62.708
38024,-0.978,62.671
38023,-0.978,62.675
38022,-0.978,62.687
38021,-0.978,62.7
38020,-0.978,62.71
38019,-0.978,62.716
38018,-0.978,62.722
38017,-0.978,62.728
38016,-0.978,62.666
38015,-0.978,62.592
38014,-0.978,62.517
38013,-0.978,62.401
38012,-0.978,62.209
38011,-0.978,62.016
38010,-0.978,61.823
38009,-0.978,61.632
38008,-0.978,61.44
38007,-0.978,61.248
38006,-0.978,61.125
38005,-0.978,61.119
38004,-0.978,61.113
38003,-0.978,61.107
38002,-0.978,61.281
38001,-0.978,61.479
38000,-0.978,61.678
37999,-0.978,61.879
37998,-0.978,62.084
37997,-0.978,62.289
37996,-0.978,62.493
37995,-0.978,62.602
37994,-0.978,62.7
37993,-0.978,62.797
37992,-0.978,62.866
37991,-0.978,62.892
37990,-0.978,62.918
37989,-0.978,62.944
37988,-0.978,62.993
37987,-0.978,63.044
37986,-0.978,63.096
37985,-0.978,63.156
37984,-0.978,63.228
37983,-0.978,63.3
37982,-0.978,63.372
37981,-0.978,63.377
37980,-0.978,63.378
37979,-0.978,63.378
37978,-0.978,63.339
37977,-0.978,63.249
37976,-0.978,63.16
37975,-0.978,63.07
37974,-0.978,63
37973,-0.978,62.93
37972,-0.978,62.861
37971,-0.978,62.86
37970,-0.978,62.94
37969,-0.978,63.02
37968,-0.978,63.1
37967,-0.978,63.249
37966,-0.978,63.4
37965,-0.978,63.552
37964,-0.978,63.661
37963,-0.978,63.722
37962,-0.978,63.783
37961,-0.978,63.844
37960,-0.978,63.746
37959,-0.978,63.646
37958,-0.978,63.546
37957,-0.978,63.41
37956,-0.978,63.236
37955,-0.978,63.063
37954,-0.978,62.889
37953,-0.978,62.768
37952,-0.978,62.647
37951,-0.978,62.526
37950,-0.978,62.457
37949,-0.978,62.438
37948,-0.978,62.42
37947,-0.978,62.401
37946,-0.978,62.396
37945,-0.978,62.39
37944,-0.978,62.385
37943,-0.978,62.356
37942,-0.978,62.307
37941,-0.978,62.259
37940,-0.978,62.208
37939,-0.978,62.124
37938,-0.978,62.04
37937,-0.978,61.956
37936,-0.978,61.898
37935,-0.978,61.863
37934,-0.978,61.828
37933,-0.978,61.798
37932,-0.978,61.866
37931,-0.978,61.934
37930,-0.978,62.002
37929,-0.978,62.098
37928,-0.978,62.216
37927,-0.978,62.333
37926,-0.978,62.451
37925,-0.978,62.568
37924,-0.978,62.798
37923,-0.978,63.064
37922,-0.978,63.24
37921,-0.978,63.352
37920,-0.978,63.463
37919,-0.978,63.569
37918,-0.978,63.617
37917,-0.978,63.665
37916,-0.978,63.712
37915,-0.978,63.737
37914,-0.978,63.747
37913,-0.978,63.756
37912,-0.978,63.762
37911,-0.978,63.736
37910,-0.978,63.71
37909,-0.978,63.684
37908,-0.978,63.612
37907,-0.978,63.512
37906,-0.978,63.412
37905,-0.978,63.305
37904,-0.978,63.143
37903,-0.978,62.981
37902,-0.978,62.819
37901,-0.978,62.68
37900,-0.978,62.553
37899,-0.978,62.427
37898,-0.978,62.318
37897,-0.978,62.316
37896,-0.978,62.314
37895,-0.978,62.312
37894,-0.978,62.343
37893,-0.978,62.392
37892,-0.978,62.441
37891,-0.978,62.487
37890,-0.978,62.519
37889,-0.978,62.551
37888,-0.978,62.583
37887,-0.978,62.597
37886,-0.978,62.603
37885,-0.978,62.608
37884,-0.978,62.602
37883,-0.978,62.54
37882,-0.978,62.478
37881,-0.978,62.416
37880,-0.978,62.311
37879,-0.978,62.185
37878,-0.978,62.06
37877,-0.978,61.938
37876,-0.978,61.828
37875,-0.978,61.719
37874,-0.978,61.609
